년월,고객ID,성별,연령대,가입일,해지일,요금제,단말기기종,상태,상태사유,신용등급,선택약정여부,요금제가격,월평균요금,데이터사용량(GB),가입자수
202503,CUST0345,F,30대,2021-12-10,2022-08-30,지니 초이스 프리미엄,iPhone 14,해지,요금 불만,3등급,Y,130000,83081,40.6,0
202505,CUST0346,F,30대,2024-09-17,0000-00-00,왓챠 초이스 프리미엄,iPhone SE,정상,사용중,5등급,Y,130000,81213,48.2,1
202503,CUST0347,M,60대 이상,2023-08-12,0000-00-00,TVING 초이스 베이직,Galaxy A32,일시정지,단말기 분실,3등급,Y,90000,69061,19.5,1
202505,CUST0348,M,10대,2023-03-25,2022-10-12,지니 초이스 베이직,iPhone SE,해지,단순 해지 요청,5등급,Y,90000,67703,10.7,0
202503,CUST0349,M,30대,2020-12-06,0000-00-00,TVING 초이스 프리미엄,Galaxy A32,일시정지,사용 중단 예정,2등급,N,130000,87283,41.5,1
202503,CUST0350,F,50대,2022-03-17,0000-00-00,디즈니+ 초이스 스페셜,Galaxy A32,일시정지,해외 장기 출장,1등급,N,110000,81079,38.6,1
202505,CUST0351,F,50대,2020-12-19,2024-10-03,넷플릭스 초이스 스페셜,Galaxy A32,해지,요금 불만,3등급,N,110000,83577,26.1,0
202504,CUST0352,M,60대 이상,2023-05-26,0000-00-00,디즈니+ 초이스 프리미엄,Galaxy A32,정상,사용중,2등급,Y,130000,81001,50,1
202505,CUST0353,M,60대 이상,2021-12-24,2023-10-01,왓챠 초이스 스페셜,iPhone SE,해지,장기 미사용,3등급,N,110000,84549,38.2,0
202503,CUST0354,M,20대,2022-09-11,2023-03-25,유튜브 프리미엄 초이스 프리미엄,Galaxy S22,해지,서비스 품질 문제,4등급,Y,130000,87887,45.3,0
202503,CUST0355,M,30대,2024-09-26,0000-00-00,넷플릭스 초이스 베이직,Galaxy Z Flip5,정상,사용중,5등급,Y,90000,64885,19.4,1
202503,CUST0356,F,40대,2023-03-30,2023-05-12,왓챠 초이스 베이직,Galaxy S22,해지,단순 해지 요청,2등급,N,90000,67580,16.6,0
202505,CUST0357,M,20대,2022-10-18,2024-10-21,디즈니+ 초이스 프리미엄,iPhone 14,해지,요금 불만,1등급,Y,130000,85836,51,0
202505,CUST0358,M,50대,2023-02-20,2022-06-27,디즈니+ 초이스 스페셜,Galaxy S22,해지,요금 불만,3등급,N,110000,85787,32.5,0
202504,CUST0359,M,60대 이상,2023-08-29,2023-08-06,지니 초이스 스페셜,iPhone SE,해지,단순 해지 요청,3등급,Y,110000,81729,31.7,0
202503,CUST0360,M,30대,2023-02-16,0000-00-00,넷플릭스 초이스 스페셜,iPhone SE,정상,사용중,2등급,Y,110000,79539,30.3,1
202504,CUST0361,F,50대,2024-02-17,0000-00-00,TVING 초이스 베이직,LG Wing,정상,사용중,1등급,Y,90000,69385,18,1
202504,CUST0362,F,10대,2022-04-15,2023-01-29,TVING 초이스 스페셜,Galaxy A32,해지,타사로 이동,1등급,Y,110000,78561,31.9,0
202505,CUST0363,M,20대,2024-03-06,0000-00-00,지니 초이스 프리미엄,Galaxy Z Flip5,일시정지,일시적인 요금 부담,5등급,Y,130000,84438,55.2,1
202504,CUST0364,M,30대,2022-07-18,0000-00-00,지니 초이스 베이직,LG Wing,정상,사용중,5등급,N,90000,64321,16.8,1
202504,CUST0365,F,30대,2020-08-02,2023-05-09,지니 초이스 프리미엄,iPhone SE,해지,서비스 품질 문제,1등급,N,130000,86648,58.5,0
202503,CUST0366,F,10대,2023-03-29,2022-07-30,왓챠 초이스 프리미엄,Galaxy A32,해지,타사로 이동,2등급,N,130000,84548,52.2,0
202505,CUST0367,F,30대,2023-04-10,0000-00-00,왓챠 초이스 프리미엄,Galaxy A32,일시정지,일시적인 요금 부담,2등급,Y,130000,81541,52.2,1
202504,CUST0368,M,50대,2025-02-16,0000-00-00,TVING 초이스 프리미엄,iPhone SE,일시정지,일시적인 요금 부담,4등급,Y,130000,80299,46.7,1
202503,CUST0369,F,30대,2024-12-03,0000-00-00,지니 초이스 스페셜,iPhone SE,정상,사용중,5등급,Y,110000,83573,28.3,1
202505,CUST0370,M,40대,2024-04-02,0000-00-00,지니 초이스 프리미엄,Galaxy S22,일시정지,단말기 분실,4등급,N,130000,86720,48.8,1
202505,CUST0371,F,10대,2020-08-15,0000-00-00,TVING 초이스 스페셜,iPhone 14,정상,사용중,4등급,Y,110000,86080,35,1
202503,CUST0372,M,40대,2023-09-05,0000-00-00,TVING 초이스 베이직,iPhone SE,정상,사용중,4등급,Y,90000,65143,18.6,1
202505,CUST0373,F,30대,2022-07-11,0000-00-00,디즈니+ 초이스 베이직,LG Wing,일시정지,해외 장기 출장,1등급,Y,90000,66764,15.2,1
202503,CUST0374,M,40대,2023-01-07,0000-00-00,왓챠 초이스 프리미엄,Galaxy Z Flip5,정상,사용중,5등급,Y,130000,83018,42.6,1
202504,CUST0375,M,50대,2022-03-08,0000-00-00,지니 초이스 프리미엄,Galaxy S22,정상,사용중,4등급,Y,130000,84321,44.6,1
202505,CUST0376,F,20대,2021-04-30,0000-00-00,디즈니+ 초이스 스페셜,Galaxy A32,일시정지,해외 장기 출장,5등급,Y,110000,79968,38.7,1
202504,CUST0377,M,20대,2024-08-29,2022-12-06,TVING 초이스 스페셜,Galaxy S22,해지,요금 불만,2등급,Y,110000,82693,39.6,0
202503,CUST0378,F,50대,2024-12-17,0000-00-00,디즈니+ 초이스 프리미엄,iPhone SE,정상,사용중,1등급,N,130000,87602,49.7,1
202504,CUST0379,F,20대,2024-05-28,0000-00-00,왓챠 초이스 스페셜,iPhone 14,정상,사용중,4등급,Y,110000,83057,36.3,1
202505,CUST0380,M,60대 이상,2022-08-27,0000-00-00,유튜브 프리미엄 초이스 베이직,iPhone 14,일시정지,사용 중단 예정,1등급,N,90000,70196,17.8,1
202505,CUST0381,M,20대,2020-07-15,2022-09-07,지니 초이스 스페셜,Galaxy Z Flip5,해지,장기 미사용,2등급,Y,110000,84082,39.7,0
202503,CUST0382,M,10대,2024-04-02,2024-07-08,지니 초이스 베이직,Galaxy S22,해지,타사로 이동,3등급,Y,90000,64275,12.6,0
202504,CUST0383,M,20대,2020-12-20,0000-00-00,유튜브 프리미엄 초이스 스페셜,iPhone SE,일시정지,일시적인 요금 부담,2등급,Y,110000,80015,35.7,1
202503,CUST0384,M,60대 이상,2021-04-28,2023-01-08,디즈니+ 초이스 스페셜,Galaxy Z Flip5,해지,타사로 이동,3등급,Y,110000,82777,40,0
202505,CUST0385,F,50대,2025-02-19,2022-07-30,넷플릭스 초이스 프리미엄,LG Wing,해지,요금 불만,1등급,N,130000,80361,58.6,0
202503,CUST0386,F,30대,2024-07-05,0000-00-00,넷플릭스 초이스 스페셜,Galaxy S22,일시정지,단말기 분실,2등급,Y,110000,78754,37.5,1
202503,CUST0387,M,30대,2021-07-18,0000-00-00,왓챠 초이스 스페셜,Galaxy A32,정상,사용중,3등급,Y,110000,86045,38.8,1
202505,CUST0388,F,10대,2024-12-09,2022-09-28,유튜브 프리미엄 초이스 스페셜,LG Wing,해지,요금 불만,1등급,Y,110000,86177,34.5,0
202504,CUST0389,M,10대,2021-11-21,2025-01-04,왓챠 초이스 스페셜,Galaxy A32,해지,서비스 품질 문제,5등급,N,110000,81821,30.4,0
202504,CUST0390,M,50대,2024-04-07,2024-04-02,TVING 초이스 베이직,Galaxy S22,해지,서비스 품질 문제,5등급,N,90000,67734,13,0
202504,CUST0391,M,10대,2020-07-05,0000-00-00,디즈니+ 초이스 스페셜,iPhone 14,일시정지,사용 중단 예정,5등급,Y,110000,82518,33.6,1
202504,CUST0392,M,20대,2021-10-10,2022-12-20,TVING 초이스 프리미엄,Galaxy S22,해지,타사로 이동,1등급,Y,130000,86883,51,0
202504,CUST0393,M,40대,2021-09-08,2023-01-25,왓챠 초이스 베이직,Galaxy S22,해지,요금 불만,5등급,Y,90000,66642,11.8,0
202505,CUST0394,M,20대,2023-03-01,0000-00-00,넷플릭스 초이스 베이직,iPhone 14,일시정지,해외 장기 출장,1등급,N,90000,66818,19,1
202504,CUST0395,F,20대,2023-01-20,0000-00-00,유튜브 프리미엄 초이스 베이직,LG Wing,정상,사용중,1등급,N,90000,66957,17.2,1
202504,CUST0396,F,20대,2021-05-24,2024-02-29,TVING 초이스 스페셜,LG Wing,해지,단순 해지 요청,4등급,Y,110000,86102,30.2,0
202504,CUST0397,M,20대,2021-08-06,0000-00-00,TVING 초이스 베이직,LG Wing,정상,사용중,3등급,Y,90000,64594,21.5,1
202505,CUST0398,F,30대,2021-12-01,2023-10-06,지니 초이스 베이직,iPhone 14,해지,장기 미사용,3등급,Y,90000,65050,18.5,0
202504,CUST0399,M,20대,2023-02-22,0000-00-00,왓챠 초이스 스페셜,iPhone 14,정상,사용중,2등급,Y,110000,84218,25.9,1
202504,CUST0400,F,50대,2022-11-07,0000-00-00,왓챠 초이스 스페셜,Galaxy S22,일시정지,해외 장기 출장,3등급,Y,110000,84638,35.8,1
202503,CUST0401,F,60대 이상,2022-06-27,0000-00-00,넷플릭스 초이스 스페셜,iPhone SE,정상,사용중,1등급,Y,110000,85289,36.2,1
202503,CUST0402,F,50대,2023-12-11,0000-00-00,디즈니+ 초이스 베이직,Galaxy A32,일시정지,단말기 분실,4등급,N,90000,69292,20.2,1
202503,CUST0403,M,40대,2022-02-28,0000-00-00,지니 초이스 베이직,iPhone 14,정상,사용중,5등급,N,90000,66371,16,1
202505,CUST0404,F,40대,2021-04-07,0000-00-00,디즈니+ 초이스 베이직,iPhone SE,일시정지,단말기 분실,1등급,Y,90000,67500,21.5,1
202503,CUST0405,F,60대 이상,2024-02-16,2025-03-28,TVING 초이스 베이직,LG Wing,해지,타사로 이동,5등급,N,90000,67466,16.7,0
202505,CUST0406,M,60대 이상,2021-05-01,0000-00-00,디즈니+ 초이스 베이직,iPhone 14,일시정지,일시적인 요금 부담,5등급,N,90000,64917,14.8,1
202505,CUST0407,F,20대,2020-11-14,2022-12-18,TVING 초이스 프리미엄,iPhone 14,해지,서비스 품질 문제,1등급,Y,130000,83550,51.6,0
202504,CUST0408,F,30대,2022-10-28,0000-00-00,TVING 초이스 스페셜,LG Wing,정상,사용중,5등급,N,110000,79123,30.5,1
202505,CUST0409,M,20대,2020-12-12,0000-00-00,유튜브 프리미엄 초이스 베이직,Galaxy S22,정상,사용중,5등급,N,90000,66979,23,1
202503,CUST0410,F,10대,2021-09-02,0000-00-00,TVING 초이스 프리미엄,iPhone 14,일시정지,일시적인 요금 부담,1등급,N,130000,80467,57.6,1
202503,CUST0411,F,20대,2021-09-30,2024-10-09,유튜브 프리미엄 초이스 베이직,iPhone SE,해지,장기 미사용,5등급,Y,90000,70029,23.2,0
202505,CUST0412,F,20대,2020-11-07,2023-04-15,TVING 초이스 프리미엄,Galaxy S22,해지,서비스 품질 문제,1등급,Y,130000,82764,43.9,0
202504,CUST0413,F,10대,2023-06-06,0000-00-00,왓챠 초이스 프리미엄,Galaxy S22,정상,사용중,5등급,Y,130000,84323,43.2,1
202504,CUST0414,M,40대,2022-02-01,0000-00-00,왓챠 초이스 베이직,Galaxy A32,정상,사용중,4등급,Y,90000,70490,18.1,1
202504,CUST0415,M,50대,2023-01-25,0000-00-00,왓챠 초이스 프리미엄,iPhone SE,정상,사용중,4등급,N,130000,88592,57.9,1
202504,CUST0416,F,20대,2024-01-20,2024-05-20,넷플릭스 초이스 베이직,Galaxy A32,해지,요금 불만,4등급,Y,90000,65666,16.1,0
202504,CUST0417,M,30대,2020-11-05,2023-03-24,지니 초이스 스페셜,iPhone SE,해지,단순 해지 요청,1등급,Y,110000,80425,36.7,0
202503,CUST0418,F,30대,2023-03-21,2023-07-13,왓챠 초이스 스페셜,LG Wing,해지,장기 미사용,4등급,Y,110000,80152,33.7,0
202504,CUST0419,M,60대 이상,2020-07-09,0000-00-00,디즈니+ 초이스 프리미엄,iPhone 14,일시정지,단말기 분실,4등급,Y,130000,82122,43.1,1
202505,CUST0420,M,40대,2024-03-09,0000-00-00,디즈니+ 초이스 스페셜,iPhone 14,정상,사용중,1등급,Y,110000,84465,25.8,1
202504,CUST0421,M,20대,2020-09-05,0000-00-00,왓챠 초이스 스페셜,iPhone 14,일시정지,단말기 분실,5등급,Y,110000,85801,32.7,1
202504,CUST0422,F,60대 이상,2020-09-03,0000-00-00,넷플릭스 초이스 스페셜,iPhone 14,일시정지,사용 중단 예정,1등급,Y,110000,84681,28.9,1
202504,CUST0423,F,20대,2020-11-21,0000-00-00,왓챠 초이스 프리미엄,iPhone SE,정상,사용중,5등급,Y,130000,82586,53.9,1
202505,CUST0424,M,60대 이상,2023-10-09,0000-00-00,유튜브 프리미엄 초이스 스페셜,Galaxy Z Flip5,일시정지,해외 장기 출장,2등급,Y,110000,84200,30.1,1
202505,CUST0425,M,40대,2025-05-11,0000-00-00,지니 초이스 스페셜,iPhone SE,일시정지,일시적인 요금 부담,4등급,N,110000,85970,37,1
202504,CUST0426,F,30대,2021-09-13,0000-00-00,TVING 초이스 스페셜,Galaxy S22,정상,사용중,2등급,Y,110000,84963,27.4,1
202503,CUST0427,F,50대,2021-07-11,0000-00-00,왓챠 초이스 베이직,iPhone SE,정상,사용중,2등급,N,90000,68940,11.5,1
202503,CUST0428,M,50대,2023-03-26,0000-00-00,지니 초이스 프리미엄,iPhone 14,일시정지,사용 중단 예정,3등급,Y,130000,81993,47.1,1
202505,CUST0429,F,60대 이상,2022-03-30,0000-00-00,넷플릭스 초이스 프리미엄,Galaxy S22,정상,사용중,3등급,N,130000,86858,55.2,1
202505,CUST0430,F,20대,2023-01-22,0000-00-00,TVING 초이스 스페셜,Galaxy A32,일시정지,일시적인 요금 부담,5등급,Y,110000,78808,27.4,1
202504,CUST0431,M,10대,2025-01-10,0000-00-00,넷플릭스 초이스 프리미엄,LG Wing,일시정지,단말기 분실,5등급,Y,130000,87241,53.4,1
202504,CUST0432,M,30대,2025-03-25,0000-00-00,넷플릭스 초이스 프리미엄,Galaxy Z Flip5,일시정지,일시적인 요금 부담,1등급,Y,130000,86896,48.1,1
202505,CUST0433,M,30대,2022-07-06,0000-00-00,디즈니+ 초이스 프리미엄,iPhone 14,일시정지,일시적인 요금 부담,2등급,Y,130000,86801,59,1
202505,CUST0434,F,50대,2023-12-30,0000-00-00,디즈니+ 초이스 베이직,Galaxy S22,정상,사용중,5등급,Y,90000,70661,20.7,1
202505,CUST0435,F,50대,2024-11-12,0000-00-00,넷플릭스 초이스 프리미엄,Galaxy Z Flip5,일시정지,사용 중단 예정,1등급,Y,130000,84224,53.8,1
202503,CUST0436,F,30대,2022-05-12,0000-00-00,TVING 초이스 프리미엄,Galaxy Z Flip5,정상,사용중,1등급,Y,130000,86505,48.8,1
202504,CUST0437,M,30대,2021-11-14,0000-00-00,왓챠 초이스 스페셜,Galaxy S22,일시정지,일시적인 요금 부담,2등급,Y,110000,82882,25.6,1
202504,CUST0438,M,40대,2024-08-08,2022-11-02,TVING 초이스 스페셜,Galaxy Z Flip5,해지,단순 해지 요청,2등급,Y,110000,82222,29.3,0
202505,CUST0439,M,20대,2024-04-26,0000-00-00,TVING 초이스 스페셜,Galaxy S22,정상,사용중,1등급,Y,110000,80570,37.5,1
202503,CUST0440,M,50대,2023-01-29,2024-09-30,TVING 초이스 베이직,iPhone 14,해지,서비스 품질 문제,3등급,Y,90000,67493,22.6,0
202505,CUST0441,M,30대,2022-02-21,2025-02-26,왓챠 초이스 스페셜,Galaxy Z Flip5,해지,타사로 이동,3등급,Y,110000,80456,35.8,0
202504,CUST0442,M,30대,2024-05-07,0000-00-00,유튜브 프리미엄 초이스 스페셜,Galaxy Z Flip5,정상,사용중,5등급,N,110000,84822,36.6,1
202503,CUST0443,M,10대,2021-09-27,0000-00-00,왓챠 초이스 베이직,iPhone 14,일시정지,일시적인 요금 부담,1등급,Y,90000,66635,24.6,1
202504,CUST0444,M,50대,2022-05-19,2022-07-21,TVING 초이스 베이직,Galaxy S22,해지,서비스 품질 문제,5등급,Y,90000,64822,13.8,0
202503,CUST0445,M,50대,2023-05-15,0000-00-00,유튜브 프리미엄 초이스 스페셜,Galaxy A32,일시정지,단말기 분실,4등급,Y,110000,80651,32.1,1
202503,CUST0446,M,10대,2021-05-03,0000-00-00,지니 초이스 스페셜,iPhone 14,정상,사용중,1등급,Y,110000,84358,30,1
202503,CUST0447,F,60대 이상,2023-06-21,0000-00-00,넷플릭스 초이스 베이직,iPhone 14,일시정지,단말기 분실,4등급,Y,90000,66881,14.8,1
202505,CUST0448,F,10대,2024-12-28,2023-10-24,TVING 초이스 프리미엄,Galaxy Z Flip5,해지,요금 불만,3등급,Y,130000,87359,54.7,0
202505,CUST0449,F,30대,2025-05-01,0000-00-00,지니 초이스 베이직,iPhone SE,정상,사용중,1등급,Y,90000,67715,10.8,1
202503,CUST0450,M,60대 이상,2022-02-14,0000-00-00,넷플릭스 초이스 스페셜,iPhone 14,일시정지,일시적인 요금 부담,1등급,Y,110000,81556,33.6,1
202504,CUST0451,F,60대 이상,2025-03-30,0000-00-00,넷플릭스 초이스 베이직,LG Wing,정상,사용중,3등급,N,90000,66266,10.2,1
202504,CUST0452,F,10대,2024-07-11,2023-08-20,넷플릭스 초이스 스페셜,Galaxy Z Flip5,해지,서비스 품질 문제,5등급,Y,110000,80198,35.5,0
202504,CUST0453,F,20대,2020-08-24,2025-04-26,왓챠 초이스 베이직,Galaxy A32,해지,단순 해지 요청,2등급,N,90000,66117,22.1,0
202504,CUST0454,M,20대,2022-11-10,2023-07-28,넷플릭스 초이스 베이직,LG Wing,해지,요금 불만,2등급,Y,90000,66301,24.7,0
202503,CUST0455,F,10대,2021-09-12,0000-00-00,디즈니+ 초이스 베이직,iPhone 14,정상,사용중,4등급,Y,90000,66071,12.7,1
202503,CUST0456,F,30대,2023-12-16,0000-00-00,왓챠 초이스 베이직,Galaxy Z Flip5,일시정지,해외 장기 출장,2등급,Y,90000,65744,21.5,1
202503,CUST0457,F,10대,2023-03-30,0000-00-00,지니 초이스 프리미엄,iPhone SE,정상,사용중,4등급,Y,130000,86161,50.4,1
202503,CUST0458,M,40대,2022-11-08,0000-00-00,넷플릭스 초이스 베이직,LG Wing,정상,사용중,5등급,Y,90000,65758,15.8,1
202503,CUST0459,F,20대,2024-12-16,2022-11-06,TVING 초이스 프리미엄,iPhone 14,해지,단순 해지 요청,4등급,Y,130000,81797,42.3,0
202503,CUST0460,M,20대,2024-01-30,0000-00-00,유튜브 프리미엄 초이스 베이직,iPhone 14,정상,사용중,2등급,Y,90000,68672,11.6,1
202503,CUST0461,M,60대 이상,2023-02-23,0000-00-00,디즈니+ 초이스 베이직,iPhone 14,일시정지,사용 중단 예정,5등급,Y,90000,68853,21.1,1
202504,CUST0462,F,20대,2020-10-20,0000-00-00,디즈니+ 초이스 베이직,LG Wing,일시정지,사용 중단 예정,2등급,Y,90000,68200,17.8,1
202504,CUST0463,F,60대 이상,2020-10-31,0000-00-00,디즈니+ 초이스 베이직,LG Wing,정상,사용중,3등급,Y,90000,69500,20.6,1
202505,CUST0464,M,50대,2024-01-14,2024-01-02,지니 초이스 베이직,Galaxy Z Flip5,해지,서비스 품질 문제,2등급,Y,90000,66573,13.1,0
202504,CUST0465,M,10대,2023-02-21,2023-06-12,디즈니+ 초이스 스페셜,Galaxy Z Flip5,해지,단순 해지 요청,4등급,N,110000,80125,26.1,0
202505,CUST0466,M,30대,2025-04-12,0000-00-00,지니 초이스 스페셜,iPhone SE,정상,사용중,1등급,Y,110000,81059,30.4,1
202504,CUST0467,F,30대,2025-04-13,0000-00-00,왓챠 초이스 스페셜,Galaxy A32,정상,사용중,4등급,N,110000,82125,35.7,1
202504,CUST0468,M,50대,2021-07-27,2024-04-02,넷플릭스 초이스 프리미엄,LG Wing,해지,서비스 품질 문제,5등급,Y,130000,80840,58.6,0
202504,CUST0469,M,60대 이상,2021-07-24,2024-08-08,디즈니+ 초이스 스페셜,Galaxy S22,해지,서비스 품질 문제,4등급,N,110000,78655,38.7,0
202505,CUST0470,F,60대 이상,2021-11-22,2023-12-03,유튜브 프리미엄 초이스 스페셜,LG Wing,해지,요금 불만,4등급,Y,110000,80941,28.5,0
202504,CUST0471,F,10대,2023-10-29,2022-12-02,왓챠 초이스 프리미엄,iPhone SE,해지,타사로 이동,1등급,Y,130000,87809,41.4,0
202505,CUST0472,M,20대,2024-10-13,2023-08-01,왓챠 초이스 스페셜,Galaxy S22,해지,장기 미사용,4등급,N,110000,78900,37.9,0
202504,CUST0473,F,60대 이상,2020-08-26,0000-00-00,디즈니+ 초이스 베이직,Galaxy Z Flip5,정상,사용중,5등급,Y,90000,65573,12.3,1
202503,CUST0474,F,20대,2022-12-06,0000-00-00,TVING 초이스 베이직,iPhone SE,일시정지,해외 장기 출장,5등급,N,90000,66474,22.3,1
202503,CUST0475,F,50대,2021-11-06,0000-00-00,넷플릭스 초이스 베이직,Galaxy S22,일시정지,단말기 분실,4등급,N,90000,69181,23.8,1
202503,CUST0476,M,30대,2024-12-21,0000-00-00,왓챠 초이스 베이직,iPhone 14,정상,사용중,1등급,Y,90000,67824,15.4,1
202505,CUST0477,M,50대,2024-02-15,0000-00-00,넷플릭스 초이스 베이직,Galaxy Z Flip5,정상,사용중,2등급,Y,90000,69832,25,1
202503,CUST0478,M,50대,2020-07-28,0000-00-00,디즈니+ 초이스 베이직,LG Wing,정상,사용중,5등급,Y,90000,68039,20.8,1
202503,CUST0479,F,10대,2023-07-16,2024-02-24,유튜브 프리미엄 초이스 베이직,Galaxy A32,해지,타사로 이동,2등급,Y,90000,69987,16.8,0
202505,CUST0480,M,10대,2023-05-24,2022-12-21,TVING 초이스 베이직,Galaxy A32,해지,타사로 이동,1등급,Y,90000,64204,17.7,0
202504,CUST0481,F,60대 이상,2025-03-28,2024-08-28,지니 초이스 베이직,Galaxy Z Flip5,해지,장기 미사용,2등급,N,90000,66089,20.3,0
202505,CUST0482,F,20대,2025-03-04,0000-00-00,디즈니+ 초이스 베이직,Galaxy A32,일시정지,해외 장기 출장,4등급,N,90000,67420,12.9,1
202505,CUST0483,F,30대,2023-12-14,0000-00-00,넷플릭스 초이스 프리미엄,Galaxy Z Flip5,일시정지,일시적인 요금 부담,1등급,Y,130000,83349,45.8,1
202504,CUST0484,M,60대 이상,2024-11-08,2024-10-31,디즈니+ 초이스 스페셜,Galaxy S22,해지,장기 미사용,4등급,Y,110000,84085,31.2,0
202504,CUST0485,M,40대,2021-09-14,0000-00-00,디즈니+ 초이스 베이직,Galaxy A32,일시정지,단말기 분실,5등급,Y,90000,70021,11.3,1
202504,CUST0486,F,30대,2021-04-27,2024-12-16,지니 초이스 스페셜,iPhone 14,해지,서비스 품질 문제,1등급,Y,110000,86157,32.8,0
202505,CUST0487,F,40대,2021-08-25,0000-00-00,지니 초이스 스페셜,LG Wing,정상,사용중,4등급,N,110000,81715,36.2,1
202505,CUST0488,F,50대,2021-08-07,2022-12-31,넷플릭스 초이스 스페셜,Galaxy S22,해지,서비스 품질 문제,5등급,N,110000,80237,25.6,0
202505,CUST0489,F,60대 이상,2021-09-06,0000-00-00,넷플릭스 초이스 베이직,iPhone SE,정상,사용중,1등급,Y,90000,65567,11.6,1
202505,CUST0490,F,20대,2023-07-04,0000-00-00,디즈니+ 초이스 스페셜,LG Wing,정상,사용중,3등급,Y,110000,85700,36,1
202505,CUST0491,M,60대 이상,2024-09-24,0000-00-00,지니 초이스 베이직,Galaxy A32,일시정지,단말기 분실,2등급,N,90000,69809,24.9,1
202505,CUST0492,M,50대,2023-01-10,0000-00-00,TVING 초이스 베이직,Galaxy A32,일시정지,해외 장기 출장,4등급,Y,90000,64550,22,1
202504,CUST0493,F,40대,2020-10-18,0000-00-00,디즈니+ 초이스 베이직,iPhone 14,정상,사용중,5등급,N,90000,67741,16.6,1
202505,CUST0494,F,60대 이상,2021-05-02,0000-00-00,지니 초이스 스페셜,iPhone 14,일시정지,해외 장기 출장,1등급,N,110000,81757,26.9,1
202505,CUST0495,F,60대 이상,2023-09-28,0000-00-00,TVING 초이스 베이직,Galaxy Z Flip5,정상,사용중,4등급,Y,90000,65235,12.4,1
202504,CUST0496,M,50대,2022-07-09,0000-00-00,유튜브 프리미엄 초이스 스페셜,Galaxy S22,일시정지,일시적인 요금 부담,2등급,Y,110000,86471,36.6,1
202504,CUST0497,M,40대,2021-03-23,0000-00-00,디즈니+ 초이스 베이직,iPhone SE,정상,사용중,1등급,Y,90000,66715,18.8,1
202504,CUST0498,M,50대,2022-07-09,2023-12-22,왓챠 초이스 베이직,iPhone 14,해지,장기 미사용,4등급,Y,90000,67997,23.3,0
202505,CUST0499,F,60대 이상,2023-08-26,0000-00-00,디즈니+ 초이스 프리미엄,Galaxy Z Flip5,일시정지,사용 중단 예정,2등급,Y,130000,83324,56.7,1
202503,CUST0500,F,30대,2024-05-25,2023-07-18,넷플릭스 초이스 프리미엄,Galaxy S22,해지,타사로 이동,1등급,Y,130000,88572,43.6,0
